Category,Product Name,Sales,Profit,Discount,Profit Margin %
Office Supplies,Ideal Clamps,58.69,24.86,0.1,42.36
Office Supplies,Convenience Packs of Business Envelopes,58.64,24.11,0.1,41.12
Office Supplies,Avery 500,58.48,27.49,0,47.01
Office Supplies,Rubber Band Ball,58.34,-0.3,0.05,-0.51
Office Supplies,Xerox 223,58.32,27.99,0,47.99
Office Supplies,Xerox 1974,57.41,26.91,0.05,46.87
Office Supplies,Binder Posts,57.4,7.81,0.45,13.61
Office Supplies,Xerox 199,57.35,19.69,0.15,34.33
Office Supplies,Avery 511,56.67,24.64,0.1,43.48
Office Supplies,Avery 494,56.38,23.96,0.1,42.5
Office Supplies,Xerox 1965,56.21,25.71,0.05,45.74
Technology,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",56.16,13.01,0.07,23.17
Furniture,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.1,21.32,0,38
Office Supplies,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,3.48,0.2,6.2
Office Supplies,Avery 493,55.97,23.42,0.1,41.84
Office Supplies,Xerox 1921,55.94,17.48,0.2,31.25
Office Supplies,GBC Standard Plastic Binding Systems Combs,55.76,-2.92,0.5,-5.24
Office Supplies,Advantus Push Pins,54.94,20.21,0.06,36.79
Office Supplies,Array Memo Cubes,54.91,25.85,0.07,47.08
Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.6,22.47,0.1,41.15
Technology,ImationÂ SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 8 GB,54.58,17.62,0.1,32.28
Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",54.47,-3.89,0.53,-7.14
Office Supplies,Xerox 208,54.43,24.11,0.1,44.3
Office Supplies,Ampad #10 Peel & Seel Holiday Envelopes,53.76,25.8,0,47.99
Office Supplies,Staple-on labels,53.75,21.59,0.08,40.17
Office Supplies,Avery 492,53.57,22.46,0.08,41.93
Furniture,"Eldon ImÃ ge Series Desk Accessories, Clear",53.46,6.37,0.27,11.92
Office Supplies,GBC VeloBinder Strips,52.99,-23.81,0.55,-44.93
Office Supplies,EcoTones Memo Sheets,52.8,21.6,0.07,40.91
Furniture,Anderson Hickey Conga Table Tops & Accessories,51.78,-17.51,0.3,-33.82
Office Supplies,Colorific Watercolor Pencils,51.6,11.3,0.07,21.9
Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,51.48,5.62,0.38,10.92
Office Supplies,Avery Durable Slant Ring Binders,51.48,-23.76,0.62,-46.15
Office Supplies,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",51.36,24.14,0,47
Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,51.18,3.66,0.43,7.15
Office Supplies,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",51.12,21.96,0.07,42.96
Office Supplies,Avery 488,51.03,23.18,0.07,45.42
Office Supplies,Colored Envelopes,50.92,19.04,0.12,37.39
Office Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.77,9.29,0.17,18.3
Office Supplies,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,1.63,0.23,3.22
Office Supplies,Avery 496,50.25,22.95,0.1,45.67
Office Supplies,Wausau Papers Astrobrights Colored Envelopes,50.23,22.78,0.07,45.35
Office Supplies,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",50.14,18.78,0.15,37.46
Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.98,22.71,0.1,45.44
Office Supplies,Xerox 1896,49.95,22.48,0,45.01
Office Supplies,Xerox 1950,49.71,23.18,0.07,46.63
Office Supplies,"TOPS Voice Message Log Book, Flash Format",49.5,20.37,0.13,41.15
Office Supplies,Xerox 218,49.25,22.29,0.08,45.26
Office Supplies,Blackstonian Pencils,49.13,12.6,0.05,25.65
Office Supplies,American Pencil,48.93,14.19,0,29
Furniture,Eldon Image Series Black Desk Accessories,48.85,17.06,0.04,34.92
Office Supplies,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,48.05,22.42,0.04,46.66
Office Supplies,Revere Boxed Rubber Bands by Revere,48.01,-5.71,0.1,-11.89
Office Supplies,Newell 33,47.99,8.37,0.13,17.44
Office Supplies,Avery 514,47.81,22.84,0.05,47.77
Furniture,"Master Caster Door Stop, Gray",47.75,14.22,0.15,29.78
Office Supplies,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.54,10.19,0.4,21.43
Office Supplies,Newell 32,47.23,11.98,0.03,25.37
Office Supplies,"Sanford Colorific Scented Colored Pencils, 12/Pack",47.08,14.59,0,30.99
Office Supplies,Xerox 1953,47.08,18.83,0.1,40
Office Supplies,Newell 316,46.94,8.22,0.1,17.51
Office Supplies,Xerox 1998,46.66,16.33,0.2,35
Office Supplies,Avery 520,46.62,22.05,0.04,47.3
Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",46.59,-2.87,0.25,-6.16
Office Supplies,Xerox 1972,46.46,17.42,0.12,37.49
Office Supplies,Advantus SlideClip Paper Clips,46.38,19.78,0.07,42.65
Office Supplies,Decoflex Hanging Personal Folder File,46.26,12.03,0,26.01
Office Supplies,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",45.92,17.88,0.05,38.94
Office Supplies,Newell 344,45.59,8.56,0.07,18.78
Office Supplies,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",45.51,15.56,0.27,34.19
Office Supplies,Avery 491,45.43,18.67,0.13,41.1
Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.4,14.55,0.23,32.05
Office Supplies,Xerox 215,45.36,21.77,0,47.99
Office Supplies,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,13.46,0.08,29.81
Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.14,10.19,0.07,22.57
Furniture,Document Clip Frames,45.04,16.01,0.1,35.55
Office Supplies,DIXON Oriole Pencils,44.89,8.62,0.1,19.2
Office Supplies,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,44.37,19,0.03,42.82
Office Supplies,Avery 517,44.28,18.86,0.05,42.59
Office Supplies,Acme Kleen Earth Office Shears,44.23,11.17,0.08,25.25
Technology,Kingston Digital DataTraveler 8GB USB 2.0,44.03,-2.02,0.13,-4.59
Office Supplies,Accohide Poly Flexible Ring Binders,43.76,-19.82,0.54,-45.29
Office Supplies,Boston 16750 Black Compact Battery Pencil Sharpener,43.75,13.12,0,29.99
Office Supplies,Disposable Triple-Filter Dust Bags,43.7,11.36,0,26
Office Supplies,Acme Rosewood Handle Letter Opener,43.67,-3.49,0.07,-7.99
Office Supplies,Nontoxic Chalk,42.94,18.23,0.08,42.45
Office Supplies,Newell 349,42.64,10.04,0.07,23.55
Technology,ImationÂ USB 2.0 SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 4 GB - Pink,42.42,8.91,0,21
Office Supplies,3-ring staple pack,42.11,16.69,0.1,39.63
Office Supplies,Acco Hanging Data Binders,41.91,8.23,0.33,19.64
Technology,Texas Instrument TI-15 Fraction Calculator,41.9,-20.52,0.45,-48.97
Office Supplies,Acco Side-Punched Conventional Columnar Pads,41.64,-7.81,0.2,-18.76
Office Supplies,Wilson Jones Custom Binder Spines & Labels,41.34,-19.69,0.63,-47.63
Office Supplies,"#10 Gummed Flap White Envelopes, 100/Box",41.3,16.77,0.1,40.61
Office Supplies,"Acco Banker's Clasps, 5 3/4""-Long",40.9,18,0.08,44.01
Office Supplies,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.9,16.36,0.07,40
Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32,12.6,0.2,31.25
Office Supplies,Xerox 207,40.18,16.59,0.1,41.29
Office Supplies,Newell 327,39.78,10.74,0,27
Furniture,"Eldon Regeneration Recycled Desk Accessories, Black",39.69,13.12,0.07,33.06
Office Supplies,Angle-D Ring Binders,39.38,-1.97,0.53,-5
Office Supplies,Prang Dustless Chalk Sticks,38.98,18.82,0.08,48.28
Office Supplies,Acco Expandable Hanging Binders,38.92,1.02,0.35,2.62
Office Supplies,Newell 310,38.72,7.48,0.11,19.32
Office Supplies,Acco Suede Grain Vinyl Round Ring Binder,38.64,-4.89,0.54,-12.66
Office Supplies,Cardinal Hold-It CD Pocket,38.3,-12.45,0.5,-32.51
Office Supplies,Acco 6 Outlet Guardian Basic Surge Suppressor,38.27,-3.66,0.4,-9.56
Office Supplies,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.14,15.66,0.05,41.06
Office Supplies,Peel & Stick Add-On Corner Pockets,38.02,4.32,0.4,11.36
Office Supplies,Southworth 25% Cotton Granite Paper & Envelopes,37.93,13.21,0.13,34.83
Office Supplies,Col-Erase Pencils with Erasers,37.7,7.48,0.1,19.84
Office Supplies,Dixon Ticonderoga Pencils,37.55,9.27,0.07,24.69
Office Supplies,Turquoise Lead Holder with Pocket Clip,37.52,10.59,0.07,28.22
Furniture,Eldon Pizzaz Desk Accessories,37.46,13.74,0.1,36.68
Office Supplies,Durable Pressboard Binders,37.24,15.09,0.1,40.52
Office Supplies,Faber Castell Col-Erase Pencils,37.16,14.08,0.08,37.89
Office Supplies,Xerox 1990,36.96,13.73,0.1,37.15
Office Supplies,Avery Round Ring Poly Binders,36.92,12.3,0.3,33.32
Office Supplies,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.74,3.67,0.2,9.99
Office Supplies,Letter or Legal Size Expandable Poly String Tie Envelopes,36.71,15,0.1,40.86
Office Supplies,Newell 326,36.61,7.87,0.07,21.5
Furniture,Eldon 100 Class Desk Accessories,36.4,-4.85,0.3,-13.32
Office Supplies,Xerox 1976,36.29,12.7,0.2,35
Furniture,Contemporary Borderless Frame,36.16,3.62,0.3,10.01
Office Supplies,Binder Clips by OIC,36.11,15.33,0.11,42.45
Office Supplies,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",35.95,14.3,0.1,39.78
Furniture,Regeneration Desk Collection,35.9,15.21,0.04,42.37
Office Supplies,Wilson Jones DublLock D-Ring Binders,35.78,15.52,0.35,43.38
Office Supplies,Plastic Stacking Crates & Casters,35.71,2.68,0.2,7.5
Office Supplies,Acme Kleencut Forged Steel Scissors,35.59,7.46,0.13,20.96
Office Supplies,Avery 498,35.26,15.35,0.07,43.53
Office Supplies,Xerox 1926,34.86,16.38,0,46.99
Office Supplies,Economy #2 Pencils,34.58,8.99,0,26
Office Supplies,Newell 335,34.56,10.02,0,28.99
Office Supplies,Assorted Color Push Pins,34.39,8.92,0.1,25.94
Office Supplies,Xerox 1980,34.24,15.41,0,45.01
Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",33.76,8.91,0.08,26.39
Office Supplies,"Super Bands, 12/Pack",33.48,-2.6,0.1,-7.77
Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",33.11,7.16,0.37,21.62
Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),32.87,15.09,0.07,45.91
Office Supplies,Wilson Jones Hanging Recycled Pressboard Data Binders,32.65,1.78,0.45,5.45
Office Supplies,Xerox 1958,32.4,15.55,0,47.99
Office Supplies,Avery 509,32.36,14.04,0.05,43.39
Office Supplies,Avery Hidden Tab Dividers for Binding Systems,31.59,-7.03,0.61,-22.25
Office Supplies,Newell 346,31.1,8.61,0.04,27.68
Office Supplies,"OIC #2 Pencils, Medium Soft",30.83,8.14,0.06,26.4
Office Supplies,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",30.8,13.55,0,43.99
Office Supplies,Newell 322,30.58,6.66,0.07,21.78
Office Supplies,Hammermill Color Copier Paper (28Lb. and 96 Bright),29.97,13.49,0,45.01
Office Supplies,Round Ring Binders,29.95,-0.92,0.47,-3.07
Office Supplies,Economy Binders,29.95,9.8,0.3,32.72
Technology,Plantronics Single Ear Headset,29.92,-21.94,0.7,-73.33
Office Supplies,Xerox 1983,29.9,14.65,0,49
Office Supplies,Xerox 190,29.88,14.04,0,46.99
Office Supplies,Jiffy Padded Mailers with Self-Seal Closure,29.81,10.81,0.2,36.26
Office Supplies,"Alliance Big Bands Rubber Bands, 12/Pack",29.7,0,0,0
Furniture,"Eldon 300 Class Desk Accessories, Black",29.7,13.07,0,44.01
Office Supplies,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",29.4,8.23,0,27.99
Office Supplies,Pencil and Crayon Sharpener,29.35,3.77,0.15,12.84
Office Supplies,Rediform Voice Mail Log Books,29.2,12.16,0.1,41.64
Office Supplies,UniKeep View Case Binders,28.85,-5.48,0.5,-18.99
Office Supplies,Avery Reinforcements for Hole-Punch Pages,28.51,-16.14,0.57,-56.61
Office Supplies,Newell 313,28.21,4.26,0.13,15.1
Office Supplies,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.47,11.29,0.1,41.1
Technology,Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.19,0.34,0.2,1.25
Technology,SanDisk Cruzer 8 GB USB Flash Drive,27.17,-1.36,0.2,-5.01
Office Supplies,Newell 339,26.69,6.12,0.07,22.93
Office Supplies,Self-Adhesive Address Labels for Typewriters with Dispenser Box,26.57,8.97,0.2,33.76
Office Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,9.65,0.1,37
Office Supplies,Avery Binder Labels,26.06,9.88,0.22,37.91
Office Supplies,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.99,10.67,0.07,41.05
Technology,SanDisk Cruzer 4 GB USB Flash Drive,25.96,5.52,0.2,21.26
Office Supplies,Xerox 1985,25.92,9.07,0.2,34.99
Office Supplies,Newell 340,25.92,7.52,0,29.01
Office Supplies,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25.83,-4.92,0.62,-19.05
Office Supplies,Bagged Rubber Bands,25.7,0.3,0.04,1.17
Office Supplies,"""While you Were Out"" Message Book, One Form per Page",25.23,10.39,0.13,41.18
Office Supplies,Colored Push Pins,24.98,7.6,0.08,30.42
Office Supplies,Translucent Push Pins by OIC,24.55,5.84,0.13,23.79
Office Supplies,Newell 329,24.27,4.85,0.1,19.98
Office Supplies,BIC Brite Liner Grip Highlighters,24.27,8.94,0.08,36.84
Office Supplies,Avery 507,24.19,8.64,0.1,35.72
Office Supplies,Avery 497,24.02,11.21,0.1,46.67
Office Supplies,Serrated Blade or Curved Handle Hand Letter Openers,23.86,-4.11,0.1,-17.23
Office Supplies,Newell 338,23.52,6.35,0,27
Office Supplies,"Dixon Ticonderoga Maple Cedar Pencil, #2",23.33,4.91,0.07,21.05
Office Supplies,Self-Adhesive Ring Binder Labels,22.88,2.36,0.42,10.31
Office Supplies,Sanford Pocket Accent Highlighters,22.4,9.63,0,42.99
Office Supplies,Avery 510,21.75,8.1,0.13,37.24
Office Supplies,Newell 323,21.17,3.76,0.07,17.76
Office Supplies,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,9.5,0,46
Office Supplies,Avery Hi-Liter Fluorescent Desk Style Markers,20.28,7.5,0,36.98
Office Supplies,Rediform S.O.S. Phone Message Books,19.92,9.76,0,49
Office Supplies,Sterling Rubber Bands by Alliance,19.78,-3.77,0.1,-19.06
Furniture,Nu-Dell EZ-Mount Plastic Wall Frames,19.7,0.79,0.3,4.01
Office Supplies,Acco Glide Clips,19.6,9.6,0,48.98
Office Supplies,Newell 307,19.29,3.57,0.07,18.51
Technology,Maxell 4.7GB DVD-R 5/Pack,19.01,7.37,0.08,38.77
Office Supplies,Unpadded Memo Slips,18.31,8.36,0.1,45.66
Office Supplies,Loose Memo Sheets,18.25,8.58,0,47.01
Office Supplies,12 Colored Short Pencils,18.2,3.02,0.13,16.59
Office Supplies,Hoover Commercial Lightweight Upright Vacuum,18.1,-2.51,0.5,-13.87
Office Supplies,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,6.46,0,36.01
Office Supplies,Avery 502,17.64,6.17,0.2,34.98
Office Supplies,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,5.75,0.13,32.6
Office Supplies,Insertable Tab Indexes For Data Binders,17.49,-4.83,0.6,-27.62
Office Supplies,Xerox 1901,16.9,5.28,0.2,31.24
Office Supplies,Avery 479,16.7,6.84,0.07,40.96
Office Supplies,Wilson Jones Suede Grain Vinyl Binders,16.4,5.06,0.23,30.85
Office Supplies,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.18,6.74,0.1,41.66
Technology,Maxell CD-R Discs,15.76,3.7,0.13,23.48
Office Supplies,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",15.62,7.08,0.04,45.33
Office Supplies,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.55,5.64,0.2,36.27
Office Supplies,"Quartet Alpha White Chalk, 12/Pack",15.47,6.1,0.1,39.43
Office Supplies,Wirebound Voice Message Log Book,15.23,4.95,0.2,32.5
Office Supplies,Boston 1900 Electric Pencil Sharpener,14.98,4.49,0,29.97
Office Supplies,Color-Coded Legal Exhibit Labels,14.73,7.22,0,49.02
Office Supplies,SANFORD Liquid Accent Tank-Style Highlighters,14.2,4.4,0,30.99
Office Supplies,Acme Serrated Blade Letter Opener,13.99,-1.75,0.1,-12.51
Technology,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,13.86,2.3,0.1,16.59
Office Supplies,Design Ebony Sketching Pencil,13.62,2.31,0.07,16.96
Technology,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.62,3.57,0.2,26.21
Office Supplies,Alliance Rubber Bands,13.44,0.54,0,4.02
Office Supplies,"Brites Rubber Bands, 1 1/2 oz. Box",13.07,-0.51,0.07,-3.9
Office Supplies,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,1.3,0.2,10
Office Supplies,OIC Thumb-Tacks,13,5.14,0.13,39.54
Office Supplies,Xerox 1984,12.96,6.35,0,49
Office Supplies,Xerox 1922,11.95,4.33,0.2,36.23
Technology,Maxell 4.7GB DVD+R 5/Pack,11.68,4.6,0.08,39.38
Office Supplies,Avery 482,11.56,5.43,0,46.97
Office Supplies,Xerox 1969,11.56,5.66,0,48.96
Office Supplies,Acco Economy Flexible Poly Round Ring Binder,11.48,-5.74,0.6,-50
Office Supplies,Computer Printout Index Tabs,11.09,-2.02,0.5,-18.21
Office Supplies,Storex Flexible Poly Binders with Double Pockets,10.82,-2.01,0.47,-18.58
Office Supplies,Newell 337,10.5,1.18,0.2,11.24
Office Supplies,Letter Slitter,10.08,0.3,0,2.98
Office Supplies,Newell 342,9.84,2.85,0,28.96
Office Supplies,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.77,0.44,0.3,4.5
Technology,PNY Rapid USB Car Charger - Black,9.59,-2.08,0.4,-21.69
Office Supplies,Kleencut Forged Office Shears by Acme United Corporation,9.57,2.29,0.1,23.93
Office Supplies,Avery 484,9.22,3.34,0.2,36.23
Office Supplies,Newell 308,8.4,2.1,0,25
Office Supplies,Stockwell Gold Paper Clips,8.1,3.4,0.1,41.98
Office Supplies,4009 Highlighters,8.04,2.73,0,33.96
Office Supplies,Xerox 1989,7.97,2.69,0.2,33.75
Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,3.04,0,38.97
Office Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,3.16,0,41.04
Office Supplies,Grip Seal Envelopes,7.07,2.39,0.2,33.8
Office Supplies,Xerox 20,6.48,3.11,0,47.99
Office Supplies,Avery 5,5.76,2.82,0,48.96
Office Supplies,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.62,-4.47,0.8,-275.93
